Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level (none/low/medium/high),compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no/some_populations),parasitic (yes/no),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Asterales,Campanulaceae,Lobelia,Lobelia macrodon,,Pratia macrodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Lobelia,Lobelia inflata,NA,Lobelia inflata,bisexual,hermaphrodite,NA,NA,self-compatible,flower,NA,NA,NA,,light purple,tube,tube,zygomorphic,7,NA,NA,9,,NA,5,herb,annual,0.15,0.75,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Lobelia,Lobelia cardinalis x siphilitica,NA,Lobelia cardinalis x siphilitica,bisexual,hermaphrodite,low,self_compatible,NA,flower,yes,secondary rosettes,no,,red-purple,tube,tube,zygomorphic,30,NA,NA,20,NA,NA,20,herb,perennial_short_lived,0.3,1,0.75,molano-flores 2004; johnston 1991; NA,transactions of the illinois state academy of science; journal: ecology; online: http://swbiodiversity.org,NA,NA,https://doi.org/10.1371/journal.pone.0037745,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Lobelia,Lobelia cardinalis,NA,Lobelia cardinalis,bisexual,hermaphrodite,NA,self-compatible,NA,flower,yes,rhizomes,NA,,red,tube,tube,zygomorphic,15,NA,NA,27.5,25,30,,herb,perennial,0.6,1.2,0.9,"Johnston, 1993; University of Texas; Bartkowska and Johnston 2012",American Journal of Botany; University of Texas; New Phytologist,ÿhttps://doi.org/10.2307/2445668ÿ,http://w3.biosci.utexas.edu/prc/K12/pdf/Lobelia%20cardinalis,https://doi.org/10.1111/j.1469-8137.2011.04013.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornales,Loasaceae,Loasa,Loasaÿsigmoidea,,Loasa sigmoidea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornales,Loasaceae,Loasa,Loasa incurva,,Loasa incurva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornales,Loasaceae,Loasa,Loasa heterophylla,,Loasa heterophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornales,Loasaceae,Loasa,Loasaÿcaespitosa,,Loasa caespitosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurales,Lauraceae,Litsea,Litsea japonica,NA,Litsea japonica,separated,dioecious,none,dioecious,NA,flower,NA,NA,NA,,brownish white,brush,brush,actinomorphic,4,NA,NA,4,NA,NA,NA,tree,perennial,4,6,5,NA,online: efloras.org,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,umbel,,NA,NA,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,online: efloras.org,NA,,,,,
Laurales,Lauraceae,Litsea,Litsea cubeba,NA,Litsea citriodora,separated,dioecious,none,dioecious,NA,flower,NA,NA,NA,,white yellow,bowl,bowl,actinomorphic,4,NA,NA,NA,NA,NA,NA,shrub,perennial,5,8,6.5,"wang & chen 2001; bhuinya, singh & mukherjee 2010; NA; ebar & langlotz 2005",journal: taiwania; journal: journal of tropical medicinal plants; online: https://uses.plantnet-project.org; botanische jahrbucher,10.6165/tai.2001.46(2).167.,NA,NA,https://doi.org/10.1127/0006-8152/2005/0126-0071ÿ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.5,4,umbel,NA,11,5.5,NA,NA,NA,NA,NA,,,NA,NA,16216,,NA,NA,NA,12,yes,NA,12,12,yes,NA,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drupe,NA,5,5,21,20,22,21,20,22,1,NA,NA,NA,NA,NA,"wang & chen 2001; bhuinya, singh & mukherjee 2010; NA; ebar & langlotz 2005",taiwania; journal of tropical medicinal plants; online: https://uses.plantnet-project.org; botanische jahrbucher,10.6165/tai.2001.46(2).167.,NA,NA,https://doi.org/10.1127/0006-8152/2005/0126-0071ÿ,,
Boraginales,Boraginaceae,Lithospermum,Lithospermum canescens,NA,Lithospermum canescens,bisexual,hermaphrodite,NA,NA,variable,flower,no,NA,NA,,yellow,bowl,tube,actinomorphic,10,8,12.5,11,NA,NA,9,herb,perennial,0.15,0.6,0.37,Malano-Flores 2004,Transactions of the Illinois State Academy of Science,Breeding Systems of Plants used for Prairie Restorations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Asparagaceae,Liriope,Liriope muscari,,Liriope platyphylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Verbenaceae,Lippia,Lippia turbinata,NA,Lippia turbinata,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,cream white,tube,tube,actinomorphic,2,NA,NA,2.75,2.5,3,NA,shrub,perennial,1,2,1.5,NA; morales & galetto,online: flora bonaerense,NA,https://doi.org/10.1055/s-2003-44794,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA; morales & galetto,online: flora bonaerense,NA,https://doi.org/10.1055/s-2003-44794,,,,
Lamiales,Verbenaceae,Lippia,Lippiaÿrosmarinifolia,,Lippia rosmarinifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Verbenaceae,Lippia,Lippiaÿpohliana,,Lippia pohliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Verbenaceae,Lippia,Lippia alba,NA,Lippia alba,bisexual,hermaphrodite,none,self_incompatible,NA,flower,NA,NA,NA,,pink and yellow,tube,tube,zygomorphic,5,NA,NA,5,NA,NA,5,shrub,perennial,NA,2,1,"alves venancio et al., 2016; NA",journal: environmental entomology volume 45 issue 3; online: https://www.plantsforuse.com,https://doi.org/10.1093/ee/nvw041,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Orchidaceae,Liparis,Liparis liliifolia,NA,Liparis liliifolia,bisexual,hermaphrodite,high,self_incompatible,NA,flower,NA,NA,no,,lilac,exposed,exposed,zygomorphic,8,6,10,10,8,12,NA,herb,perennial,0.09,0.25,0.17,NA; NA; catling 1980,online: www.efloras.org; online: https://www.mass.gov; journal: bulletin of the torrey botanical club,NA,NA,10.2307/2484083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Linaceae,Linum,Linum strictum,,Linum strictum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Linaceae,Linum,Linum lewisii,,linum lewisii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Linaceae,Linum,Linum catharticum,,Linum catharticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caprifoliaceae,Linnaea,Linnaea borealis,,Linnaea borealis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Linderniaceae,Lindernia,Lindernia procumbens,,Lindernia procumbens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Linderniaceae,Lindernia,Lindernia dubia,NA,Ilysanthes dubia,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,lilac,tube,tube,zygomorphic,3.5,NA,NA,6.5,NA,NA,4.8,herb,annual,0.015,0.38,0.2,lewis 2000; govindad prasad & sunojkumar 2014,journal: castanea; journal: phytotaxa,NA,10.11646/phytotaxa.184.3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurales,Lauraceae,Lindera,Lindera umbellata,NA,Lindera umbellata,separated,dioecious,none,dioecious,NA,flower,no,NA,no,,green,disk,disk,actinomorphic,6,NA,NA,3,NA,NA,NA,shrub,perennial,NA,3,1.5,NA; dupont 2002; NA,book: the european garden flora II; online: http://www.takao599museum.jp,NA,https://doi.org/10.1007/s101440200033ÿ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurales,Lauraceae,Lindera,Linderaÿsericea,,Lindera sericea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurales,Lauraceae,Lindera,Lindera obtusiloba,NA,Lindera obtusiloba,separated,dioecious,none,dioecious,NA,flower,no,NA,NA,,yellowish white,bowl,bowl,actinomorphic,6.5,4,9,2,NA,NA,NA,tree,perennial,3,10,6.5,NA; dupont 2002,online: efloras.org; population ecology,NA,https://doi.org/10.1007/s101440200033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Plantaginaceae,Linaria,Linaria vulgaris,NA,Linaria vulgaris,bisexual,hermaphrodite,none,self_incompatible,NA,flower,yes,rhizomes,no,,yellow,tube,tube,zygomorphic,24,NA,NA,27.5,25,30,NA,herb,perennial,0.2,0.7,0.45,NA; arnold 1982,online: http://www.luontoportti.com; online: http://www.commanster.eu (picture); journal: american midland naturalist,NA,ÿhttps://doi.org/10.2307/2425386ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Plantaginaceae,Limnophila,Limnophila sessiliflora,,Limophila sessiliflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliales,Liliaceae,Lilium,Lilium superbum,NA,Lilium superbum,bisexual,hermaphrodite,none,self_incompatible,NA,flower,NA,NA,no,,yelowish orange,bowl,bowl,actinomorphic,68,36,100,50,NA,NA,NA,herb,perennial,NA,1.8,0.9,NA; NA; hill 2007; doust & cavers 1980,online: http://swbiodiversity.org; online: https://www.plantes-botanique.org; conservation assesment for the turks-cap lily; journal: canadian journal of botany,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliales,Liliaceae,Liliaceae,Lilium leichtlinii,,Lilium leichtlinii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliales,Liliaceae,Lilium,Liliumÿformosanum,,Lilium formasanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliales,Liliaceae,Lilium,Lilium duchartrei,,Lilium duchartrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Oleaceae,Ligustrum,Ligustrum obtusifolium,NA,Ligustrum obtusifolium,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,white,tube,tube,actinomorphic,5,NA,NA,9,NA,NA,9,shrub,perennial,NA,3,1.5,NA; NA,online: https://www.discoverlife.org; online: https://gobotany.newenglandwild.org,NA,NA,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Oleaceae,Ligustrum,Ligustrum japonicum,NA,Ligustrum joponicum,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,white,tube,tube,actinomorphic,4,NA,NA,6,5,7,6,shrub,perennial,NA,6,3,NA,online: wiki.bugwood.org,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,panicle,terminal,100,75,NA,NA,NA,NA,NA,,,NA,NA,NA,,4,NA,NA,2,yes,4,1,1,yes,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drupe,purple,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,online: wiki.bugwood.org,NA,,,,,
Lamiales,Oleaceae,Ligustrum,Ligustrum japonicum,,Ligustrum japonicum,REPEATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apiales,Apiaceae,Ligusticum,Ligusticum mutellina,,Ligusticum mutellina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Ligularia,Ligularia tsangchanensis,,Ligularia tsangchanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Ligularia,Ligularia lankongensis,,Ligularia lankongensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Ligularia,Ligularia japonica,,Ligularia japonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Ligularia,Ligularia fischeri,NA,Ligularia fischerii,bisexual,hermaphrodite,NA,NA,self_incompatible,floret,NA,NA,NA,,yellow,tube,tube,actinomorphic,6,NA,NA,12.5,8,17,7,herb,perennial,0.8,2,1.4,NA,online: efloras.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Ligularia,Ligularia fischeri,NA,Ligularia fischerii,bisexual,hermaphrodite,NA,NA,self_incompatible,capitulum,NA,NA,NA,,yellow,tube,tube,actinomorphic,40,NA,NA,15,NA,NA,NA,herb,perennial,0.8,2,1.4,NA,online: efloras.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Ligularia,Ligularia dictyoneura,,Ligularia dictyoneura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Ligularia,Ligularia dentata,,Ligularia dentata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Ligularia,Ligularia cymbulifera,,Ligularia cymbulifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apiales,Apiaceae,Libanotis,Libanotis coreana,,Libanotis coreana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Liatris,Liatrisÿscariosa,NA,Liatris scariosa,bisexual,hermaphrodite,NA,NA,NA,capitulum,no,NA,no,,pink,disk,disk,actinomorphic,32,NA,NA,11,NA,NA,11,herb,perennial,0.4,1.1,0.75,"NA; gravuer, wettberg & schmitt 2003; NA; farnsworth & ogurcak",online: https://www.gbif.org; journal: american journal of botany; online: https://www.friendsofthewildflowergarden.org; journal: american journal of botany,NA,10.3732/ajb.90.8.1159,NA,10.3732/ajb.0800013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,60,44.5,3,30,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Liatris,Liatrisÿscariosa,NA,Liatris scariosa,bisexual,hermaphrodite,NA,NA,NA,disc_floret,no,NA,no,,pink,tube,tube,actinomorphic,8,NA,NA,11,NA,NA,11,herb,perennial,0.4,1.1,0.75,"NA; gravuer, wettberg & schmitt 2003; NA; farnsworth & ogurcak",online: https://www.gbif.org; journal: american journal of botany; online: https://www.friendsofthewildflowergarden.org; journal: american journal of botany,NA,10.3732/ajb.90.8.1159,NA,10.3732/ajb.0800013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Liatris,Liatrisÿscariosa,NA,Liatris scariosa,NA,NA,NA,NA,NA,ray_floret,no,NA,no,,NA,NA,NA,NA,absent,NA,NA,absent,NA,NA,NA,herb,perennial,0.4,1.1,0.75,"NA; gravuer, wettberg & schmitt 2003; NA; farnsworth & ogurcak",online: https://www.gbif.org; journal: american journal of botany; online: https://www.friendsofthewildflowergarden.org; journal: american journal of botany,NA,10.3732/ajb.90.8.1159,NA,10.3732/ajb.0800013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Liatris,Liatris pycnostachya,NA,Liatris pycnostachya,bisexual,hermaphrodite,NA,self_incompatible,self-incompatible,disc_floret,NA,NA,NA,,rose-purple,tube,tube,actinomorphic,3.1,2.4,3.8,8.8,8.6,9,8.8,herb,perennial,0.6,1.5,1.05,"Schaal, 1978; Ault 2003; USDA; Go Botany; idtools.org",Evolution; Acta Horticulturae,ÿhttps://doi.org/10.2307/2407611ÿ,ÿhttps://doi.org/10.17660/actahortic.2003.624.4ÿ,https://plants.usda.gov/core/profile?symbol=lipy,https://idtools.org/id/cutflowers/key/Cut_Flower_Exports_of_Africa/Media/Html/Fact_sheets/Liatris.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Liatris,Liatris ligulistylis,,Liatris ligulistylis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caprifoliaceae,Leycesteria,Leycesteria formosa,,Leycesteria formosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
