Species_geonet,Unique_id,Locality,Latitude,Longitude,Order_all,Family_all,Genus_all,Species_all,Subspecies,Sex_or_flower_type,Breeding_system,Autonomous_selfing_level,Autonomous_selfing_level_data_type,Autonomous_selfing_level_fruit_set,Autonomous_selfing_level_seed_set,autonomous_selfing_sample_size,Compatibility,Self_compatible_author,Self_compatible_reference,Self_compatible_doi,Compatibility_genus,Info_level,Asexual_reproduction,Asexual_reproduction_type,Agamospermy/apomixis (yes/no/some_populations),Flower_colour,Flower_morphology,Flower_symmetry,Corolla_diameter_mean,Corolla_diameter_min,Corolla_diameter_max,Corolla_length_mean,Corolla_length_min,Corolla_length_max,Tube_length,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,References,Reference_info,DOI,doi__1,doi__2,doi__3,doi__4,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mean_mm,inflorescence_width_min_mm,inflorescence_width_max_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_min,pollen_anther_max,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,stamen_mean,stamen_min,stamen_max,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references__1,reference_journal__1,doi__5,doi__6,doi__7,doi__8,doi__9
Syzygium mauritianum,kaiser_bunbury_2010_11.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Myrtales,Myrtaceae,Syzygium,Syzygium mauritianum,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,pink,brush,actinomorphic,20,NA,NA,20,NA,NA,NA,NA,12.5,18,NA,NA,NA,NA,NA,NA,NA,tree,perennial,NA,9,4.5,"NA; byng, florens & baider 2015",online: http://forestry.govmu.org/; journal: phytokeys,NA,10.3897/phytokeys.46.9039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badula insularis,kaiser_bunbury_2010_12.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Ericales,Primulaceae,Badula,Badula insularis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,NA,7,3.5,NA,online: http://forestry.govmu.org/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pandanus rigidifolius,kaiser_bunbury_2010_12.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Pandanales,Pandanaceae,Pandanus,Pandanus rigidifolius,NA,separated,monoecious,none,quantitative,0,0,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,2,3,2.5,vaughan 1953,journal: botanical journal of the linnean society,https://doi.org/10.1111/j.1095-8339.1953.tb00001.x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleurostylia leucocarpa ,kaiser_bunbury_2010_12.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Celastrales,Celastraceae,Pleurostylia,Pleurostylia leucocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,green,NA,actinomorphic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,NA,tree,perennial,NA,5,2.5,"NA; darbyshire et al., 2016",online: http://pages.intnet.mu/; journal: systematic botany,NA,https://doi.org/10.1600/036364416X693955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syzygium glomeratum,kaiser_bunbury_2010_12.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Myrtales,Myrtaceae,Syzygium,Syzygium glomeratum,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,NA,brush,actinomorphic,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,15,10,20,NA,NA,tree,perennial,NA,10,5,NA,online: http://pages.intnet.mu/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turraea rigida,kaiser_bunbury_2010_12.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Sapindales,Meliaceae,Turraea,Turraea rigida,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,disk,actinomorphic,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,tree,perennial,NA,3,1.5,baider & florens 2016,journal: phytotaxa,http://dx.doi.org/10.11646/phytotaxa.247.3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xyris sp1 M_PL_071,kaiser_bunbury_2010_12.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Poales,Xyridaceae,Xyris,Xyris sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea viscosa ,kaiser_bunbury_2010_13.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Sapindales,Sapindaceae,Dodonaea,Dodonaea viscosa,NA,separated,dioecious,none,quantitative,0,0,NA,dioecious,NA,NA,NA,NA,flower,NA,NA,NA,red,bowl,actinomorphic,8,NA,NA,4,NA,NA,NA,5,4,6,NA,NA,3,NA,NA,NA,NA,shrub,perennial,1,4,2.5,kaiser 2006; NA; NA; NA,"thesis: functional integrity of plant-pollinator communities in restored habitats in mauritius, zurich university; online: new zealand plant conservation network; online: https://www.zimbabweflora.co.zw/; online: https://uses.plantnet-project.org/",NA,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trochetia blackburniana,kaiser_bunbury_2010_13.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malvales,Malvaceae,Trochetia,Trochetia blackburniana,NA,bisexual,protandrous,low,quantitative,6.4,NA,NA,self_compatible,"hansen et al., 2007",journal: the american naturalist,https://doi.org/10.1086/511960,NA,flower,NA,NA,no,red,campanulate,actinomorphic,30,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,22.5,15,30,NA,NA,shrub,perennial,1,4,2.5,"hansen et al., 2007",journal: the american naturalist, https://doi.org/10.1086/511960 ,,,,,,,,88.5,NA,77,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doratoxylon apetalum,kaiser_bunbury_2010_14.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Sapindales,Sapindaceae,Doratoxylon,Doratoxylon apetalum,NA,separated,dioecious,none,quantitative,0,0,NA,dioecious,"bosser et al., 1997",book: flora de mascareignes,NA,NA,flower,NA,NA,NA,white,disk,actinomorphic,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,tree,perennial,NA,15,7.5,"bosser et al., 1997",book: flora de mascareignes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homalanthus populifolius,kaiser_bunbury_2010_14.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malpighiales,Euphorbiaceae,Homalanthus,Homalanthus populifolius,NA,separated,monoecious,none,quantitative,0,0,NA,monoecious,NA,online: https://keys.lucidcentral.org/,NA,NA,flower,NA,NA,NA,green,disk,actinomorphic,4,NA,NA,1,NA,NA,NA,0.625,0.25,1,NA,NA,3,NA,NA,NA,NA,tree,perennial,NA,12,6,NA; NA; NA,online: https://keys.lucidcentral.org/; online: http://www.hear.org/; online: nationaalherbarium.n,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertiera zaluzania ,kaiser_bunbury_2010_15.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Bertiera,Bertiera zaluzania,NA,separated,dioecious,none,quantitative,0,0,NA,dioecious,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,15,NA,NA,15,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,2,1,kaiser-bunbury & muller 2009,journal: the science of nature,https://doi.org/10.1007/s00114-008-0481-x,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16315,,,6455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,2.8,0.4,45,,,,16.3,0.4,45,,,,,,,,,,,,,,,mauritius,republic of mauritius,kaiser-bunbury & muller 2009,the science of nature,https://doi.org/10.1007/s00114-008-0481-x,,,,
Chassalia coriacea,kaiser_bunbury_2010_15.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Chassalia,Chassalia coriacea,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,pink,tube,actinomorphic,10,NA,NA,13,12,14,13,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,shrub,perennial,1,4,2.5,verdcourt 1983; kaiser 2006,"journal: kew bulletin vol 37 no 4; thesis: functional integrity of plant-pollinator communities in restored habitats in mauritius, zurich university",https://doi.org/10.2307/4109725,NA,,,,NA,,43,61.54,39,12.5,40,NA,NA,NA,NA,5.55,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,NA,NA,5,,,,,,,yes,2,,,,,,,,,200,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,galapagos,ecuador,"cardoso et al., 2008",brazilian journal of botany,https://doi.org/10.1590/s0100-84042008000200014,,,,
Dracaena reflexa,kaiser_bunbury_2010_16.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Asparagales,Asparagaceae,Dracaena,Dracaena reflexa,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,NA,NA,NA,30,23,37,NA,NA,NA,NA,NA,NA,4.5,3,6,NA,NA,tree,perennial,NA,3,1.5,NA; NA,online: http://www.ville-ge.ch/; online: http://www.efloras.org/,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faujasiopsis flexuosa,kaiser_bunbury_2010_16.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Asterales,Asteraceae,Faujasiopsis,Faujasiopsis flexuosa,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,3.3,3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,1,2,1.5,"neffati, najja & mathe",book: dicinal and aromatic lants of the world - africa,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagellaria indica,kaiser_bunbury_2010_16.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Poales,Flagellariaceae,Flagellaria,Flagellaria indica,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,rhizomes,NA,white,campanulate,actinomorphic,2.5,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,vine,perennial,NA,15,7.5,"Wepfer and Linder, 2014; Plantnet/RSBG; Australian Tropical Rainforest Plants; NA",Australian Systematic Botany; Plantnet/RSBG; Australian Tropical Rainforest Plants; book: the flowering plants handbook,https://doi.org/10.1071/sb13048,http://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Flagellaria~indica,http://keys.trin.org.au/key-server/data/0e0f0504-0103-430d-8004-060d07080d04/media/Html/taxon/Flagellaria_indica.htm,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myonima violacea,kaiser_bunbury_2010_16.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Ixora,Ixora parviflora,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,10,NA,NA,5.5,5,6,5.5,8.5,6,11,NA,NA,3,NA,NA,NA,NA,tree,perennial,NA,10,5,NA; NA; NA,online: https://indiabiodiversity.org/; book: a revised handbook to the flora of ceylon; online: https://uses.plantnet-project.org/,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olea lancea,kaiser_bunbury_2010_16.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Lamiales,Oleaceae,Olea,Olea lancea,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,bowl,actinomorphic,4,NA,NA,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,tree,perennial,2,6,4,green 2002,journal: kew bulletin vol. 57 no. 1,10.2307/4110824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psidium cattleianum,kaiser_bunbury_2010_16.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Myrtales,Myrtaceae,Psidium,Psidium cattleyanum,NA,bisexual,hermaphrodite,none,quantitative,0,0,NA,NA,fidalgo & kleinert 2009,journal: new zealand journal of botany, https://doi.org/10.1080/0028825x.2009.9672712 ,NA,flower,yes,suckers,NA,white,brush,actinomorphic,20,15,25,5,NA,NA,NA,5,NA,NA,NA,NA,126.9,NA,NA,22.5,13,shrub,perennial,2,4,3,NA; NA; NA; fidalgo & kleinert 2009,online: https://www.cabi.org/; online: https://keyserver.lucidcentral.org/; online: https://plants.jstor.org/; journal: new zealand journal of botany,NA,NA,NA, https://doi.org/10.1080/0028825x.2009.9672712 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113800,,,55600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochna mauritiana,kaiser_bunbury_2010_17.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malpighiales,Ochnaceae,Ochna,Ochna mauritiana,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,bowl,actinomorphic,20,18,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,1.5,8,4.75,"Baker, J, G. 1877 (book); Endemics in Mondrain;Richards (travel guide)","Flora of the Mauritius and the Seychelles; Endemics in Mondrain ;Mauritius, Rodriguez, Reunion",https://doi.org/10.1080/13880200601026242,http://pages.intnet.mu/nathraj/ochma.html,https://books.google.com.au/books?id=LNwKDAAAQBAJ&pg=PA8&lpg=PA8&dq=ochna+mauritania&source=bl&ots=wsoenqOlC7&sig=ACfU3U3H42xupTl35tP-m00ZXtXCENNzqA&hl=en&sa=X&ved=2ahUKEwjPsY-AlaniAhUG4o8KHfXdAVQQ6AEwA3oECAgQAQ#v=onepage&q=ochna%20mauritania&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sideroxylon puberulum,kaiser_bunbury_2010_17.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Ericales,Sapotaceae,Sideroxylon,Sideroxylon puberulum,NA,separated,dioecious,none,quantitative,0,0,NA,dioecious,dohzono & yokoyama 2010,journal: applied entomology and zoology, https://doi.org/10.1303/aez.2010.37 ,NA,flower,NA,NA,NA,NA,bowl,actinomorphic,8,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,NA,15,7.5,NA,online: https://www.plantes-botanique.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badula platiphylla,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Ericales,Primulaceae,Badula,Badula platyphylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,NA,NA,actinomorphic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,3,1.5,NA,online: http://forestry.govmu.org/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffea macrocarpa,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Coffea,Coffea macrocarpa,NA,bisexual,hermaphrodite,none,qualitative,NA,NA,NA,self_incompatible,"nowak, haller & yoder 2014",journal: journal of evolution biology,https://doi.org/10.1111/jeb.12396,NA,flower,NA,NA,NA,white,tube,actinomorphic,6.5,NA,NA,6.5,6,7,6.5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,shrub,perennial,1.5,2,1.75,"nowak, haller & yoder 2014; leroy 1961; davis et al., 2006",journal: journal of evolutionary biology; journal: journal de agriculture traditionnelle et de botanique appliquee; journal: botanical journal of the linnean society,https://doi.org/10.1111/jeb.12396,NA, https://doi.org/10.1111/j.1095-8339.2006.00584.x ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffea mauritiana,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Coffea,Coffea mauritiana,NA,bisexual,hermaphrodite,none,qualitative,NA,NA,NA,self_incompatible,"nowak, haller & yoder 2014",journal: journal of evolution biology,https://doi.org/10.1111/jeb.12396,NA,flower,NA,NA,NA,white,bowl,actinomorphic,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,tree,perennial,NA,NA,NA,"nowak, haller & yoder 2014; davis et al., 2006",journal: journal of evolutionary biology; journal: botanical journal of the linnean society,https://doi.org/10.1111/jeb.12396, https://doi.org/10.1111/j.1095-8339.2006.00584.x ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera rotundifolia,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera rotundifolia,NA,bisexual,distylous,NA,NA,NA,NA,NA,NA,NA,NA,NA,self_incompatible,flower,NA,NA,NA,white,tube,actinomorphic,2.5,2,3,20,15,25,NA,15.25,NA,NA,NA,NA,2,NA,NA,NA,NA,shrub,perennial,1,6,3.5,malcomber & taylor 2009; pailler & thompson 1997,journal: annals of the missouri botanical garden; journal: american journal of botany,https://doi.org/10.3417/2002161,https://doi.org/10.2307/2446005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera sp1 M_PL_077,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grangeria borbonica,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malpighiales,Chrysobalanaceae,Grangeria,Grangeria borbonica,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,bowl,actinomorphic,16,NA,NA,5,NA,NA,NA,3.5,NA,NA,NA,NA,2,NA,NA,NA,NA,tree,perennial,5,7,6,prance & sothers 2003; NA,"book: species plantarum: flora of the world pt 9; 1-319, online: http://publish.plantnet-project.org",ISBN: 0642568324,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harungana madagascariensis,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malpighiales,Hypericaceae,Harungana,Harungana madagascariensis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,suckers,NA,white,bowl,actinomorphic,5.5,5,6,NA,5,NA,NA,1.5,1,2,NA,NA,5,NA,NA,NA,NA,tree,perennial,10,15,12.5,NA; NA; NA,online: http://www.anbg.gov.au/; online: https://keyserver.lucidcentral.org/; online: http://old.worldagroforestry.org/,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helichrysum proteoides,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Asterales,Asteraceae,Helichrysum,Helichrysum proteoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
