Period,Site,NetworkID,Insect code,Alstonia macrophylla,Aphloia theiformis,Campnosperma seychellarum,Canthium bibracteatum,Chrysobalanus icaco,Cinnamomum verum,Colea seychellarum,Craterispermum microdon,Deckenia nobilis,Dillenia ferruginea,Dillenia suffruticosa,Diospyros seychellarum,Dracaena reflexa,Erythroxylum sechellarum,Euphorbia pyrifolia,Excoecaria benthiamiana,Gastonia crassa,Glionnetia sericea,Ixora pudica,Medusagyne oppositifolia,Melastoma malabathricum,Memecylon eleagni,Mimusops sechellarum,Nepenthes pervillei,Nephrosperma vanhoutteanum,Northea hornei,Ochna kirkii,Paragenipa wrightii,Paraserianthes falcataria,Phoenicophorium borsigianum,Pittosporum senacia,Premna serratifolia,Psidium cattleianum,Psychotria pervillei,Roscheria melanochaetes,Soulamea terminaloides,Syzygium wrightii,Timonius sechellensis
Feb-08,Ber,Ber6,C57,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Ber,Ber6,C6,,,,1,,,,,4,2,,,,,,,,,,,,,,,,,,,,1,,3,,,,,1,
Feb-08,Ber,Ber6,C60,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Ber,Ber6,C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Feb-08,Ber,Ber6,C9,,,,1,,,,,5,,,3,,2,,,,,,,,,,,34,,,,,14,,7,,,,,,
Feb-08,Ber,Ber6,HB,,,,9,,,,,24,5,,27,,3,,,,,,,,1,,,33,,,,,12,,10,,9,,,3,
Feb-08,Ber,Ber6,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
Feb-08,Ber,Ber6,Polistes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Ber,Ber6,Skink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
Feb-08,Ber,Ber6,Sunbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,
Feb-08,Ber,Ber6,T16,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Ber,Ber6,T27,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,
Feb-08,Ber,Ber6,T42,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,9,,,,,,
Feb-08,Ber,Ber6,T43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Feb-08,Ber,Ber6,T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Feb-08,Cas,Cas6,C10,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cas,Cas6,C14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,
Feb-08,Cas,Cas6,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Feb-08,Cas,Cas6,C45,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cas,Cas6,C6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Feb-08,Cas,Cas6,C9,,,,1,,,,,,,,,,23,,,,,,,,7,,,47,,,,,13,,,,,,,,
Feb-08,Cas,Cas6,HB,,,,,,,,,,,,,,11,,,,,,,,4,,,11,,,,,,,,,,,,,
Feb-08,Cas,Cas6,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Feb-08,Cas,Cas6,T42,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cas,Cas6,T43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cas,Cas6,T5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
Feb-08,Cop,Cop6,C10,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cop,Cop6,C14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cop,Cop6,C3,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,2,,
Feb-08,Cop,Cop6,C45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Feb-08,Cop,Cop6,C46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
Feb-08,Cop,Cop6,C51,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,
Feb-08,Cop,Cop6,C6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cop,Cop6,C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Feb-08,Cop,Cop6,C9,,,,,,,,,,3,,,,7,,,,,,,,3,,,16,,,,,,,,,,,,,
Feb-08,Cop,Cop6,HB,,,,,,,,,,16,,,,14,,,,,,,,3,,,2,,,,,,,,,18,,,,
Feb-08,Cop,Cop6,J11,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cop,Cop6,J15,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cop,Cop6,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Feb-08,Cop,Cop6,Sunbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Feb-08,Cop,Cop6,T16,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cop,Cop6,T19,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
Feb-08,Cop,Cop6,T5,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Cop,Cop6,Xylocopa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Res,Res6,C12,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,
Feb-08,Res,Res6,C14,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,29,,,,,,,,
Feb-08,Res,Res6,C39,,,,3,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,
Feb-08,Res,Res6,C45,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Feb-08,Res,Res6,C6,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Res,Res6,C60,,,,12,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Feb-08,Res,Res6,C9,,,,8,4,,,,3,,,,,,16,,,,,,,1,,,13,,,,,10,,,,,,,,
Feb-08,Res,Res6,HB,,,,,13,,,,17,,,,,,1,,,,,,,,,,10,,,,,4,,,,,,,,
Feb-08,Res,Res6,J11,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Feb-08,Res,Res6,Phelsuma,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Feb-08,Res,Res6,T16,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Res,Res6,T30,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Res,Res6,T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Feb-08,Res,Res6,No visitors,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,
Feb-08,Tea,Tea6,C10,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Tea,Tea6,C12,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,
Feb-08,Tea,Tea6,C14,,,1,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Feb-08,Tea,Tea6,C3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Feb-08,Tea,Tea6,C35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Feb-08,Tea,Tea6,C44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,
Feb-08,Tea,Tea6,C45,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,2,,,
Feb-08,Tea,Tea6,C46,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
Feb-08,Tea,Tea6,C50,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Tea,Tea6,C51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Feb-08,Tea,Tea6,C6,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Feb-08,Tea,Tea6,C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Feb-08,Tea,Tea6,C9,,,,,,,,,,7,,,,5,,,,,,,,4,,,10,,,,,3,,,,,2,,,
Feb-08,Tea,Tea6,HB,,,,,17,,,,,4,,,,9,,,,,,,,14,,,13,8,,,,,,,,2,,,,
Feb-08,Tea,Tea6,J11,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
Feb-08,Tea,Tea6,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,1,,,,
Feb-08,Tea,Tea6,Polistes,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Feb-08,Tea,Tea6,S15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Feb-08,Tea,Tea6,Sunbird,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Feb-08,Tea,Tea6,T16,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Feb-08,Tea,Tea6,T30,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Tea,Tea6,T5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
Feb-08,Tea,Tea6,Xylocopa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Tro,Tro6,C10,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,2,,
Feb-08,Tro,Tro6,C14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
Feb-08,Tro,Tro6,C4,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
Feb-08,Tro,Tro6,C40,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Feb-08,Tro,Tro6,C45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Feb-08,Tro,Tro6,C6,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Feb-08,Tro,Tro6,C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
Feb-08,Tro,Tro6,C9,,,,3,,,,,,4,,,,8,,,,,,,,1,,1,12,,,,,1,,,,,,,,
Feb-08,Tro,Tro6,HB,,,,2,15,,,,,11,4,,,15,,1,,,,,,7,,,22,,,,,,,,,,,,2,
Feb-08,Tro,Tro6,J11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Tro,Tro6,J27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
Feb-08,Tro,Tro6,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
Feb-08,Tro,Tro6,Skink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
Feb-08,Tro,Tro6,Sunbird,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
Feb-08,Tro,Tro6,T16,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
Feb-08,Tro,Tro6,T19,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,
Feb-08,Tro,Tro6,T27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Feb-08,Tro,Tro6,T30,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Tro,Tro6,T42,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Feb-08,Tro,Tro6,T44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Feb-08,Tro,Tro6,Xylocopa,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Ber,Ber7,C10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
Mar-08,Ber,Ber7,C12,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,
Mar-08,Ber,Ber7,C14,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Mar-08,Ber,Ber7,C39,,,,11,,,,,,,,,,,,,,,,,,,,,3,,,1,,1,,,,1,,,,
Mar-08,Ber,Ber7,C45,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,
Mar-08,Ber,Ber7,C6,,,,3,,,,,9,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,,
Mar-08,Ber,Ber7,C60,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Mar-08,Ber,Ber7,C9,,,,4,,,,,9,,,,,,,,,,,1,,,,,23,,,16,,15,,,,3,,,,
Mar-08,Ber,Ber7,HB,2,,,44,,,,,27,,,,,,,,,,,25,,,,,27,,,30,,22,,,,15,,,,
Mar-08,Ber,Ber7,J27,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Mar-08,Ber,Ber7,Phelsuma,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,1,,2,,,,,,,,
Mar-08,Ber,Ber7,Polistes,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,
Mar-08,Ber,Ber7,Sunbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
Mar-08,Ber,Ber7,T16,1,,,,,,,,5,,,,,,,,,,,2,,,,,2,,,,,5,,,,,,,,
Mar-08,Ber,Ber7,T17,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Ber,Ber7,T28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Mar-08,Ber,Ber7,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Mar-08,Ber,Ber7,T42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Ber,Ber7,T43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Ber,Ber7,T44,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Mar-08,Ber,Ber7,T46,1,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Mar-08,Ber,Ber7,T47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Ber,Ber7,T48,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cas,Cas7,C12,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Mar-08,Cas,Cas7,C14,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Mar-08,Cas,Cas7,C18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Mar-08,Cas,Cas7,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
Mar-08,Cas,Cas7,C35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Mar-08,Cas,Cas7,C4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cas,Cas7,C44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Mar-08,Cas,Cas7,C45,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,
Mar-08,Cas,Cas7,C46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Mar-08,Cas,Cas7,C51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Mar-08,Cas,Cas7,C6,,,,7,,,,,,2,,,,,,1,,,,,,,,,3,,,,,,,,,,,1,,
Mar-08,Cas,Cas7,C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Mar-08,Cas,Cas7,C9,,,,26,,,,,,14,,,,,,,,,,,,,,,30,,,,,,,,,,1,,,
Mar-08,Cas,Cas7,HB,,,,42,,,,,,17,,,,,,3,,,,,,,,,24,,,,,,,,,,,,,
Mar-08,Cas,Cas7,J20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Mar-08,Cas,Cas7,J37,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,,
Mar-08,Cas,Cas7,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Mar-08,Cas,Cas7,T16,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cas,Cas7,T46,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Mar-08,Cas,Cas7,No visitors,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Mar-08,Cop,Cop7,C12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Mar-08,Cop,Cop7,C14,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Mar-08,Cop,Cop7,C3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cop,Cop7,C35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Mar-08,Cop,Cop7,C36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Mar-08,Cop,Cop7,C39,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cop,Cop7,C4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cop,Cop7,C45,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,
Mar-08,Cop,Cop7,C48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Mar-08,Cop,Cop7,C51,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Mar-08,Cop,Cop7,C6,,,,,1,,,,,2,,,,,,,,,,,,,,,7,,,,,,,,,,,,,
Mar-08,Cop,Cop7,C60,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Mar-08,Cop,Cop7,C9,,,,,,,,,,4,,,,,,,,,,,,3,,,36,,,,,,,,,10,,,,
Mar-08,Cop,Cop7,Hawkmoth,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
Mar-08,Cop,Cop7,HB,,,,,17,,,,,11,,,,,,1,18,,,,,8,,,32,,,,,,,,,25,,,,
Mar-08,Cop,Cop7,J11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cop,Cop7,J29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Mar-08,Cop,Cop7,Sunbird,,,,,1,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,8,,,,
Mar-08,Cop,Cop7,T16,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cop,Cop7,T17,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Mar-08,Cop,Cop7,T25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Mar-08,Cop,Cop7,T28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Mar-08,Cop,Cop7,T30,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,
Mar-08,Cop,Cop7,T42,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cop,Cop7,T46,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Mar-08,Cop,Cop7,Xylocopa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Cop,Cop7,No visitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mar-08,Res,Res7,C10,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,
Mar-08,Res,Res7,C12,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,
Mar-08,Res,Res7,C14,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,26,,,,,,,,
Mar-08,Res,Res7,C3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Mar-08,Res,Res7,C39,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Res,Res7,C4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Res,Res7,C44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mar-08,Res,Res7,C45,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Mar-08,Res,Res7,C6,,,,8,,,,,4,,,,,,,,,,,,,,,,4,,,,,11,,,,,,,,
Mar-08,Res,Res7,C60,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Res,Res7,C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mar-08,Res,Res7,C9,,,,16,2,,,,11,,,,,,,,,,,,,,,,14,,,,,22,,,,,,,,
Mar-08,Res,Res7,HB,,,,44,16,,,,25,,,,,,,,,,,,,,,,2,,,,,4,,,,,,,,
Mar-08,Res,Res7,J20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Res,Res7,Phelsuma,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mar-08,Res,Res7,Polistes,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Res,Res7,T16,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Res,Res7,T42,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Res,Res7,T46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Mar-08,Res,Res7,Unknown_5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Mar-08,Res,Res7,No visitors,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
Mar-08,Tea,Tea7,C12,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,
Mar-08,Tea,Tea7,C14,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Mar-08,Tea,Tea7,C39,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Mar-08,Tea,Tea7,C45,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,
Mar-08,Tea,Tea7,C50,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Mar-08,Tea,Tea7,C6,,,,,,2,,,,1,,,,,,,,,,,,,,3,1,,,,,7,,,,,,,,
Mar-08,Tea,Tea7,C63,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tea,Tea7,C9,,,,,,6,,,,2,,,,,,,,,,,,,,,20,,,20,,14,,,,,,,,
Mar-08,Tea,Tea7,HB,,,,,38,12,,,,11,,,,,,,,,,,,,,,21,,,12,,1,,,,,,,,
Mar-08,Tea,Tea7,J11,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Mar-08,Tea,Tea7,J21,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tea,Tea7,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,,,
Mar-08,Tea,Tea7,Polistes,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tea,Tea7,Sunbird,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tea,Tea7,T16,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,
Mar-08,Tea,Tea7,T17,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,
Mar-08,Tea,Tea7,T19,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tea,Tea7,T27,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
Mar-08,Tea,Tea7,T28,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
Mar-08,Tea,Tea7,T29,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
Mar-08,Tea,Tea7,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Mar-08,Tea,Tea7,T5,,,,,1,,,,,3,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
Mar-08,Tea,Tea7,Xylocopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mar-08,Tea,Tea7,No visitors,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0
Mar-08,Tro,Tro7,C10,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,4,,,,,,,,
Mar-08,Tro,Tro7,C12,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
Mar-08,Tro,Tro7,C14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Mar-08,Tro,Tro7,C3,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,
Mar-08,Tro,Tro7,C39,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tro,Tro7,C4,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
Mar-08,Tro,Tro7,C44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
Mar-08,Tro,Tro7,C45,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,1,,,
Mar-08,Tro,Tro7,C51,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,
Mar-08,Tro,Tro7,C6,6,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,2,,,,,,,,
Mar-08,Tro,Tro7,C60,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Mar-08,Tro,Tro7,C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,
Mar-08,Tro,Tro7,C9,5,,,,1,,,,,,,,,21,,,5,,,,,,,,20,,,8,,6,,,,,,,,
Mar-08,Tro,Tro7,HB,13,,,,14,,,,,,,,,8,,,11,,,,,,,,16,,,8,,3,,,,,,,,
Mar-08,Tro,Tro7,J11,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
