"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence"
"Smilacina racemosa","Asparagales","Asparagaceae","Maianthemum","Maianthemum racemosum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",60,60,75,2.25,0.001,0.001,8,"herb","Perennial",0.001,"yes"
"Smilacina stellata","Asparagales","Asparagaceae","Maianthemum","Maianthemum stellatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,15,15,5.1,0.001,1,5.1,"herb","Perennial",0.001,"yes"
"Smilacina trifolia","Asparagales","Asparagaceae","Maianthemum","Maianthemum trifolium","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",8,8,15,3.25,2.25,1,3,"herb","Perennial",0.001,"yes"
"Mallotus japonicus","Malpighiales","Euphorbiaceae","Mallotus","Mallotus japonicus","Dioecious","dioecious","none",0,"Brush","actinomorphic",24000,80,40,4.1,5,4,4,"shrub","Perennial",3,"yes"
"Pyrus coronaria","Rosales","Rosaceae","Malus","Malus coronaria","Hermaphrodite","partially_self_compatible","none",0,"Open","actinomorphic",40000,5,120,32.5,5.5,12,4,"tree","Perennial",6.25,"yes"
"Lavatera cretica","Malvales","Malvaceae","Malva","Malva multiflora","Hermaphrodite","self_compatible","high",36.7335726061812,"Open","actinomorphic",20,2,100,40,7,7,9,"herb","Short lived",0.001,"yes"
"Malva rotundifolia","Malvales","Malvaceae","Malva","Malva pusilla","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",10,2,40,11,3.1,3,11,"herb","Short lived",0.001,"yes"
"Malvastrum coromandelianum","Malvales","Malvaceae","Malvastrum","Malvastrum coromandelianum","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",15,1,17,17,5,4,11,"herb","Short lived",0.001,"no"
"Mandevilla benthamii","Gentianales","Apocynaceae","Mandevilla","Mandevilla benthamii","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",3,3,15,15,20,10,16.82,"herb","Perennial",1.62832509369766,"yes"
"Marcetia taxifolia","Myrtales","Melastomataceae","Marcetia","Marcetia taxifolia","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",75,8,25,3.2,2,9.4,118.45,"herb","Perennial",1.575,"no"
"Marrubium vulgare","Lamiales","Lamiaceae","Marrubium","Marrubium vulgare","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",85,20,30,4.9,2.3,0.001,1.1,"herb","Perennial",0.001,"no"
"Martynia louisiana","Lamiales","Martyniaceae","Martynia","Martynia louisiana","Hermaphrodite","self_compatible","high",58.7155825109814,"Tube","zygomorphic",8,8,28.2,28.2,60,27.5,4,"herb","Short lived",0.001,"yes"
"Maytenus octogona","Celastrales","Celastraceae","Maytenus","Maytenus octogona","Hermaphrodite","self_compatible","none",16.2917354480899,"Open","actinomorphic",1000,30,20,3.5,3,1,5,"shrub","Perennial",4.05,"yes"
"Medusagyne oppositifolia","Theales","Ochnaceae","Medusagyne","Medusagyne oppositifolia","Monoecious","partially_self_compatible","low",10,"Brush","actinomorphic",1800,18,20,4,4,2.5,2,"tree","Perennial",9,"no"
"Meehania urticifolia","Lamiales","Lamiaceae","Meehania","Meehania urticifolia","Hermaphrodite","self_compatible","high",88,"Campanulate","zygomorphic",10,10,59.3958757166171,10,45,45,8,"herb","Perennial",0.001,"yes"
"Melampyrum pratense","Lamiales","Orobanchaceae","Melampyrum","Melampyrum pratense","Hermaphrodite","self_compatible","low",25,"Tube","zygomorphic",5,5,15,5,15,15,4,"herb","Short lived",0.001,"yes"
"Melanthium virginicum","Liliales","Melanthiaceae","Melanthium","Melanthium virginicum","Hermaphrodite","self_compatible","none",17.4629478805927,"Open","actinomorphic",75,75,100,20,2,3,21,"herb","Perennial",1.1,"yes"
"Melastoma candidum","Myrtales","Melastomataceae","Melastoma","Melastoma malabathricum","Hermaphrodite","partially_self_compatible","none",0,"Open","zygomorphic",75,10,180,60,15,25,2172.9,"shrub","Perennial",1,"no"
"Euodia chapelieri","Sapindales","Rutaceae","Melicope","Melicope chapelieri","Dioecious","dioecious","none",0,"Open","actinomorphic",8000,20,200,3,0.001,0.001,8,"tree","Perennial",15,"no"
"Euodia obtusifolia","Sapindales","Rutaceae","Melicope","Melicope lunu-ankenda","Dioecious","dioecious","none",0,"Open","actinomorphic",8000,200,200,3,0.001,0.001,8,"tree","Perennial",15,"no"
"Melilotus alba","Fabales","Fabaceae","Melilotus","Melilotus alba","Hermaphrodite","self_compatible","low",13,"Papilionaceous","zygomorphic",60,20,15,3,4.5,2,5,"herb","Short lived",1.5,"yes"
"Meliosma oldhamii","Proteales","Sabiaceae","Meliosma","Meliosma oldhamii","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30000,300,200,4,2,0.001,4,"tree","Perennial",10,"yes"
"Meliosma rigida","Proteales","Sabiaceae","Meliosma","Meliosma rigida","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",10000,150,100,3,2.1,0.001,4,"tree","Perennial",3.5,"yes"
"Meliosma tenuis","Proteales","Sabiaceae","Meliosma","Meliosma tenuis","Hermaphrodite","self_incompatible","low",1.8,"Open","actinomorphic",2500,80,50,5,2,0.001,9.9,"tree","Perennial",2.5,"yes"
"Melochia pyramidata","Malvales","Malvaceae","Melochia","Melochia pyramidata","Hermaphrodite","self_compatible","medium",62.7,"Tube","actinomorphic",25,3,15,5.3,6.5,3.1,5.5,"herb","Perennial",0.001,"no"
"Melochia villosa","Malvales","Malvaceae","Melochia","Melochia villosa","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",60,2,20,6.7,7.7,6,9,"herb","Perennial",1.15,"yes"
"Memecylon elaeagni","Myrtales","Melastomataceae","Memecylon","Memecylon eleagni","Hermaphrodite","self_compatible","none",14.6880472982738,"Open","actinomorphic",5262.50526712755,15,30,6,3,4.5,7,"shrub","Perennial",7.5,"no"
"Memecylon ovatifolium","Myrtales","Melastomataceae","Memecylon","Memecylon ovatifolium","Hermaphrodite","self_compatible","none",20.826897510074,"Open","actinomorphic",2954.31123753193,15,10,4.1,0.001,0.001,10,"shrub","Perennial",1.1,"no"
"Menodora decemfida","Lamiales","Oleaceae","Menodora","Menodora decemfida","Hermaphrodite","self_compatible","none",15.5384460272863,"Campanulate","actinomorphic",300,5,14.5,14.5,6,12.5,8,"shrub","Perennial",0.001,"yes"
"Mentha aquatica","Lamiales","Lamiaceae","Mentha","Mentha aquatica","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",100,30,20,2.5,5,9,4,"herb","Perennial",0.001,"yes"
"Mentha arvensis","Lamiales","Lamiaceae","Mentha","Mentha arvensis","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",80,25,30,3.4,5.5,6.25,4,"herb","Perennial",0.001,"yes"
"Mentha haplocalyx","Lamiales","Lamiaceae","Mentha","Mentha canadensis","Hermaphrodite","self_compatible","high",52.7777399882117,"Tube","zygomorphic",150,35,15,3.4,5.5,6.25,4,"herb","Perennial",0.001,"yes"
"Mentha pulegium","Lamiales","Lamiaceae","Mentha","Mentha pulegium","Hermaphrodite","self_compatible","high",50.5512233399542,"Tube","zygomorphic",300,30,30,2.5,6,6,4,"herb","Perennial",0.001,"yes"
"Mentzelia_albescens","Cornales","Loasaceae","Mentzelia","Mentzelia albescens","Hermaphrodite","self_compatible","high",48.3105394524526,"Campanulate","actinomorphic",20,5,7.45,7.45,1.65,6.25,4,"herb","Short lived",0.001,"no"
"Mentzelia aspera","Cornales","Loasaceae","Mentzelia","Mentzelia aspera","Hermaphrodite","self_compatible","high",47.6594886352403,"Open","actinomorphic",50,10,15,15,5,5,6,"herb","Short lived",0.001,"no"
"Mertensia virginica","Boraginales","Boraginaceae","Mertensia","Mertensia virginica","Hermaphrodite","self_compatible","none",16.2417562844052,"Funnelform","actinomorphic",15,15,150,21,30,2.45,4,"herb","Perennial",0.001,"yes"
"Miconia ciliata","Myrtales","Melastomataceae","Miconia","Miconia ciliata","Hermaphrodite","self_incompatible","low",0,"Open","actinomorphic",75,75,50,5,2,1.25,104.39,"shrub","Perennial",4,"no"
"Miconia robinsoniana","Myrtales","Melastomataceae","Miconia","Miconia robinsoniana","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",200,60,100,13,2,4,270,"shrub","Perennial",3.5,"yes"
"Miconia stephananthera","Myrtales","Melastomataceae","Miconia","Miconia stephananthera","Hermaphrodite","self_compatible","none",26.7896353231223,"Open","actinomorphic",200,200,70,1.1,1.1,5,270,"shrub","Perennial",1.5,"yes"
"Saxifraga nivalis","Saxifragales","Saxifragaceae","Micranthes","Micranthes nivalis","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",10,10,20,6.5,2.1,1,150,"herb","Perennial",0.001,"yes"
"Microseris lanceolata","Asterales","Asteraceae","Microseris","Microseris lanceolata","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,17.5,17.5,5,5,20,"herb","Perennial",0.001,"yes"
"Microtea scabrida","Caryophyllales","Phytolaccaceae","Microtea","Microtea scabrida","Hermaphrodite","self_compatible","none",23.0411248613013,"Open","actinomorphic",200,20,10,1,1,0.001,1,"vine","Perennial",0.001,"yes"
"Microula sikkimensis","Boraginales","Boraginaceae","Microula","Microula sikkimensis","Hermaphrodite","self_compatible","high",50.6007445051582,"Tube","actinomorphic",30,5,18,6,6,3,4,"herb","Short lived",0.001,"yes"
"Mikania psilotachya","Asterales","Asteraceae","Mikania","Mikania psilostachya","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",30000,500,100,3,6.4,7.1,5,"vine","Perennial",3.5602985401261,"yes"
"Mimosa camporum","Fabales","Fabaceae","Mimosa","Mimosa camporum","Hermaphrodite","self_compatible","low",7.47,"Brush","actinomorphic",500,50,50,50,29.1,7.5,6.5,"herb","Short lived",0.001,"yes"
"Mimosa hexandra","Fabales","Fabaceae","Mimosa","Mimosa hexandra","Hermaphrodite","self_compatible","none",23.4270098444059,"Tube","actinomorphic",1600,40,50,1,2,7.5,6.5,"shrub","Perennial",2,"yes"
"Mimosa sensibilis","Fabales","Fabaceae","Mimosa","Mimosa sensibilis","Hermaphrodite","self_compatible","none",13.4647023772244,"Brush","actinomorphic",1000,25,50,1,2,7.5,6.5,"shrub","Perennial",1.25,"no"
"Mimulus alatus","Lamiales","Phrymaceae","Mimulus","Mimulus alatus","Hermaphrodite","self_compatible","high",47.8971247185635,"Tube","zygomorphic",10,2,50,11,22.5,7,404.552244085228,"herb","Perennial",0.001,"yes"
"Mimulus moschatus","Lamiales","Phrymaceae","Mimulus","Mimulus moschatus","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",2,2,50,17,20,8.5,290,"herb","Perennial",0.001,"yes"
"Mimulus ringens","Lamiales","Phrymaceae","Mimulus","Mimulus ringens","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,1,60,10,15,13,6000,"herb","Perennial",0.001,"yes"
"Mimusops erythroxylon","Ericales","Sapotaceae","Mimusops","Mimusops erythroxylon","Hermaphrodite","dioecious","none",8.80431206900795,"Open","actinomorphic",9917.63524919946,5,40,15,10,5,7,"tree","Perennial",16,"no"
"Mimusops sechellarum","Ericales","Sapotaceae","Mimusops","Mimusops sechellarum","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",7809.23558149277,15,40,15,8,4,7,"tree","Perennial",16,"yes"
"Mirabilis jalapa","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis jalapa","Hermaphrodite","self_compatible","medium",57,"Tube","actinomorphic",50,15,35,35,45,37.5,1,"herb","Perennial",0.001,"yes"
"Oxybaphus_obatus","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis ovata","Hermaphrodite","self_compatible","none",31.8685076855277,"Campanulate","actinomorphic",50,3,20,10,10,18,1,"herb","Perennial",0.001,"yes"
"Molinaea alternifolia","Sapindales","Sapindaceae","Molinaea","Molinaea arborea","Monoecious","monoecious","none",0,"Open","actinomorphic",11180.4522726682,150,40,5.5,5.5,0.001,3,"tree","Perennial",10,"yes"
"Molinaea macrantha","Sapindales","Sapindaceae","Molinaea","Molinaea macrantha","Monoecious","monoecious","none",0,"Open","actinomorphic",500,40,40,5.5,5.5,0.001,3,"shrub","Perennial",10,"yes"
"Mollugo flavescens","Caryophyllales","Molluginaceae","Mollugo","Mollugo flavescens","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",100,20,150,31.12,2,3,30,"herb","Short lived",0.001,"yes"
"Mollugo snodgrassii","Caryophyllales","Molluginaceae","Mollugo snodgrassii","Mollugo snodgrassii","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",10,2,8,8,2,2,30,"herb","Perennial",0.001,"yes"
"Mollugo verticillata","Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",35,30,20,4.5,1.5,0.001,30,"herb","Short lived",0.001,"yes"
"Mormordica charantia","Cucurbitales","Cucurbitaceae","Momordica","Momordica charantia","Monoecious","monoecious","none",0,"Open","actinomorphic",10,1,32,32,5,2.5,48,"vine","Short lived",2.5,"yes"
"Monarda bradburiana","Lamiales","Lamiaceae","Monarda","Monarda bradburiana","Hermaphrodite","self_compatible","low",42.102346602802,"Tube","zygomorphic",14,14,75,30,30,30,4,"herb","Perennial",0.001,"yes"
"Neopaxia australasica","Caryophyllales","Montiaceae","Montia","Montia australasica","Hermaphrodite","self_compatible","none",26.2862096448465,"Open","actinomorphic",15,1,9,9,4.5,2,4.5,"herb","Perennial",0.001,"yes"
"Montricharida arborescens","Alismatales","Araceae","Montrichardia","Montrichardia arborescens","Monoecious","monoecious","low",13,"Spike","zygomorphic",60,60,14.1,1,1,0.001,1,"shrub","Perennial",2.25,"no"
"Monttea_aphylla","Lamiales","Plantaginaceae","Monttea","Monttea aphylla","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",250,12,54,18,15.5,6,1,"shrub","Perennial",1.5,"no"
"Morina nepalensis","Dipsacales","Caprifoliaceae","Morina","Morina nepalensis","Hermaphrodite","self_compatible","high",47.5345445227198,"Tube","zygomorphic",60,60,35,12.5,22,15,1,"herb","Perennial",0.001,"yes"
"Morinda citrifolia","Gentianales","Rubiaceae","Morinda","Morinda citrifolia","Hermaphrodite","self_compatible","none",26.0855241778277,"Tube","actinomorphic",1200,60,50,10,15,15,2,"tree","Perennial",6.5,"yes"
"Morinda umbellata","Gentianales","Rubiaceae","Morinda","Morinda umbellata","Dioecious","dioecious","none",12.9179265330825,"Tube","actinomorphic",500,30,10,2.2,2.2,2,2,"vine","Perennial",10,"yes"
"Mosla dianthera","Lamiales","Lamiaceae","Mosla","Mosla dianthera","Hermaphrodite","self_compatible","high",65.9539726277272,"Tube","zygomorphic",100,20,15,4,3.1,4,3.1,"herb","Short lived",0.001,"yes"
"Muehlenbeckia axillaris","Caryophyllales","Polygonaceae","Muehlenbeckia","Muehlenbeckia axillaris","Dioecious","dioecious","none",0,"Open","actinomorphic",100,3,15,5.1,0.001,1,1,"shrub","Perennial",0.001,"yes"
"Muehlenbeckia complexa","Caryophyllales","Polygonaceae","Muehlenbeckia","Muehlenbeckia complexa","Dioecious","dioecious","none",0,"Open","actinomorphic",150,3,15,3.5,0.001,1,1,"vine","Perennial",2.75,"yes"
"Junellia_aspera","Lamiales","Verbenaceae","Mulguraea","Mulguraea aspera","Hermaphrodite","self_compatible","none",25.2743932611987,"Tube","actinomorphic",100,15,15,5,10,6,4,"shrub","Perennial",1,"yes"
"Arabis dentata","Brassicales","Brassicaceae","Murbeckiella","Murbeckiella pinnatifida","Hermaphrodite","self_compatible","high",52.1395145859437,"Tube","actinomorphic",75,5,10,1.5,2.1,0.001,29,"herb","Short lived",0.001,"yes"
"Commelina nudiflora","Commelinales","Commelinaceae","Murdannia","Murdannia nudiflora","Hermaphrodite","self_compatible","high",96,"Open","actinomorphic",15,1,9,9,1.5,0.001,6,"herb","Short lived",0.001,"no"
"Musa balbisiana","Zingiberales","Musaceae","Musa","Musa balbisiana","Monoecious","monoecious","none",0,"Tube","actinomorphic",60,60,100,10,40,40,250,"herb","Perennial",4,"yes"
"Musaenda parviflora","Gentianales","Rubiaceae","Mussaenda","Mussaenda parviflora","Dioecious","self_incompatible","none",0,"Tube","actinomorphic",35,5,50,11.35,13.4,13,929.5,"shrub","Perennial",4,"yes"
"Mycelis muralis","Asterales","Asteraceae","Mycelis","Mycelis muralis","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",70,70,7.5,7.5,13.5,13.5,5,"herb","Perennial",0.001,"yes"
"Myosotis alpestris","Boraginales","Boraginaceae","Myosotis","Myosotis alpestris","Hermaphrodite","self_compatible","medium",50.5,"Tube","actinomorphic",15,15,30,10,10,3.25,4,"herb","Perennial",0.001,"yes"
"Myosotis palustris","Boraginales","Boraginaceae","Myosotis","Myosotis scorpioides","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",40,40,27,9,1.5,2.25,4,"herb","Perennial",0.001,"yes"
"Myosotis virginica","Boraginales","Boraginaceae","Myosotis","Myosotis verna","Hermaphrodite","partially_self_compatible","high",42.1115879362429,"Tube","actinomorphic",30,8,10,1.5,1,0.001,4,"herb","Short lived",0.001,"yes"
"Myosurus minimus","Ranunculales","Ranunculaceae","Myosurus","Myosurus minimus","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",25,1,6.5,6.5,1,0.001,400,"herb","Short lived",0.001,"yes"
"Myrsine segttinii","Ericales","Primulaceae","Myrsine","Myrsine seguinii","Hermaphrodite","self_compatible","none",16.3099158910872,"Open","actinomorphic",3500,35,15,3,1,1,3,"tree","Perennial",7,"no"
"Mirtus communis","Myrtales","Myrtaceae","Myrtus","Myrtus communis","Hermaphrodite","self_compatible","medium",49,"Open","actinomorphic",500,3,25,25,3.75,15,72,"shrub","Perennial",2.5,"no"
"Prenanthes aspera","Asterales","Asteraceae","Nabalus","Nabalus asper","Monoecious","monoecious","none",0,"Capitulum","actinomorphic",18,18,80,38,20,14,9.1,"herb","Perennial",0.001,"yes"
"Prenanthes crepidinea","Asterales","Asteraceae","Nabalus","Nabalus crepidineus","Hermaphrodite","self_incompatible","none",5.22826893710621,"Capitulum","actinomorphic",45,15,75,16,16,20,9,"herb","Perennial",1.8,"yes"
"Nelumbo lutea","Proteales","Nelumbonaceae","Nelumbo","Nelumbo lutea","Hermaphrodite","self_compatible","low",18.3,"Open","actinomorphic",1,1,150,150,40,0.001,24.9,"herb","Perennial",1.35,"no"
"Phebalium ovatifolium","Sapindales","Rutaceae","Nematolepis","Nematolepis ovatifolia","Hermaphrodite","self_incompatible","none",15.4882990111843,"Open","actinomorphic",50,2,50,10,1,2,10,"shrub","Perennial",0.001,"yes"
"Nemopanthus mucronata","Aquifoliales","Aquifoliaceae","Nemopanthus","Nemopanthus mucronatus","Dioecious","dioecious","none",0,"Open","actinomorphic",35,1,75,5.1,2.5,0.001,24.5,"shrub","Perennial",2.4,"yes"
"Nepenthes pervillei","Caryophyllales","Nepenthaceae","Nepenthes","Nepenthes pervillei","Dioecious","dioecious","none",0,"Tube","actinomorphic",1,1,19.1,19.1,28.2,1,24,"vine","Perennial",5.1,"yes"
"Nepeta cataria","Lamiales","Lamiaceae","Nepeta","Nepeta cataria","Hermaphrodite","self_compatible","medium",63.7,"Tube","zygomorphic",50,50,35,4.25,8.5,7.1,4,"herb","Perennial",0.001,"yes"
"Nepeta laevigata","Lamiales","Lamiaceae","Nepeta","Nepeta laevigata","Hermaphrodite","self_compatible","medium",50.5,"Tube","zygomorphic",60,60,12,4,10,10,4,"herb","Perennial",0.001,"yes"
"Nepeta stewartiana","Lamiales","Lamiaceae","Nepeta","Nepeta stewartiana","Hermaphrodite","self_compatible","medium",50.5,"Tube","zygomorphic",40,40,30,15,22.5,10,4,"herb","Perennial",1,"yes"
"Nephrosperma vanhoutteanum","Arecales","Arecaceae","Nephrosperma","Nephrosperma vanhoutteanum","Monoecious","monoecious","none",0,"Spike","actinomorphic",1400,1400,300,3,1,1,1500,"tree","Perennial",7.5,"yes"
"Neptunia plena","Fabales","Fabaceae","Neptunia","Neptunia plena","Hermaphrodite","self_compatible","none",24.8538795674587,"Campanulate","actinomorphic",200,40,20,1,10,6,19.1,"herb","Perennial",1,"yes"
"Nolana galapagensis","Solanales","Solanaceae","Nolana","Nolana galapagensis","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",5000,5,50,8,16,7,30,"shrub","Perennial",1,"yes"
"Northea hornei","Ericales","Sapotaceae","Northea","Northia seychellana","Hermaphrodite","dioecious","none",5.90932936049659,"Campanulate","actinomorphic",500,50,50,12,6.5,8,5,"tree","Perennial",12,"yes"
"Nothoscordum bivalve","Asparagales","Amaryllidaceae","Nothoscordum","Nothoscordum bivalve","Hermaphrodite","self_compatible","high",80,"Open","actinomorphic",15,5,15,3.5,0.001,3.25,18,"herb","Perennial",0.001,"yes"
"Notopora schomburgkii","Ericales","Ericaceae","Notopora","Notopora schomburgkii","Hermaphrodite","self_incompatible","low",1.5,"Open","actinomorphic",1468.9061405122,80.8526520607021,150,5,15,15,536.559326824008,"herb","Perennial",1.84000177966225,"yes"
"Nymphaea advena","Nymphaeales","Nymphaeaceae","Nuphar","Nuphar advena","Hermaphrodite","partially_self_compatible","none",0,"Open","actinomorphic",20,1,40,40,24,0.001,300,"herb","Perennial",0.001,"yes"
"Castalia tuberosa","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea odorata","Hermaphrodite","self_compatible","none",5.41266401330551,"Open","actinomorphic",1,1,125,125,62.5,1.5,112.5,"herb","Perennial",0.001,"yes"
"Ochna kirkii","Malpighiales","Ochnaceae","Ochna","Ochna kirkii","Hermaphrodite","self_compatible","none",10.7719930238324,"Open","actinomorphic",50,12,45,45,11.1,13,9,"shrub","Perennial",1.2,"no"
"Ochna mauritiana","Malpighiales","Ochnaceae","Ochna","Ochna mauritiana","Hermaphrodite","self_incompatible","none",9.77500182231931,"Open","actinomorphic",120,10,100,19.1,5,1.5,9,"shrub","Perennial",4.75,"no"
"Ocotea laevigata","Laurales","Lauraceae","Ocotea","Ocotea laevigata","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",500,75,50,2,2,0.001,1,"tree","Perennial",5.00524085377485,"no"
"Oenothera biennis","Myrtales","Onagraceae","Oenothera","Oenothera biennis","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",5,5,120,37.5,60,42.5,536,"herb","Short lived",0.001,"yes"
"Oenothera fruticosa","Myrtales","Onagraceae","Oenothera","Oenothera fruticosa","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",5,5,120,29.1,10,15,148,"herb","Perennial",0.001,"yes"
"Olea lancea","Lamiales","Oleaceae","Olea","Olea lancea","Hermaphrodite","partially_self_compatible","none",14.6152022872511,"Open","actinomorphic",6000,60,30,4,0.001,0.001,4,"tree","Perennial",4,"no"
"Olearia bullata","Asterales","Asteraceae","Olearia","Olearia bullata","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1000,12,50,13,7.5,4.35,9.5,"shrub","Perennial",2,"yes"
"Olearia phlogopappa","Asterales","Asteraceae","Olearia","Olearia phlogopappa","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",25,25,100,22.5,8,8,9.5,"shrub","Perennial",0.001,"yes"
"Olearia virgata","Asterales","Asteraceae","Olearia","Olearia virgata","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",3600,10,40,4,1,4,9.5,"tree","Perennial",4,"yes"
"Omphalodes japonica","Boraginales","Boraginaceae","Omphalodes","Omphalodes japonica","Hermaphrodite","self_compatible","none",26.7569579787923,"Open","actinomorphic",25,5,9,9,2,0.001,4,"herb","Perennial",0.001,"yes"
"Onosma confertum","Boraginales","Boraginaceae","Onosma","Onosma confertum","Hermaphrodite","self_compatible","none",32.4402514197557,"Tube","actinomorphic",50,5,20,7.5,14.5,15.5,4,"herb","Perennial",0.001,"yes"
"Opuntia echios","Caryophyllales","Cactaceae","Opuntia","Opuntia echios","Hermaphrodite","self_compatible","high",100,"Open","actinomorphic",100,1,67.47,67.47,25.33,26.5,300,"tree","Perennial",2.75,"yes"
"Opuntia bergeriana","Caryophyllales","Cactaceae","Opuntia","Opuntia elatior","Hermaphrodite","self_compatible","none",19.5913008777327,"Open","actinomorphic",30,1,40,40,20,22.5,270,"shrub","Perennial",2,"yes"
"Opuntia galapageia","Caryophyllales","Cactaceae","Opuntia","Opuntia galapageia","Hermaphrodite","self_compatible","none",4.07756908481482,"Open","actinomorphic",75,1,100,100,25,22.5,270,"tree","Perennial",4.5,"yes"
"Opuntia helleri","Caryophyllales","Cactaceae","Opuntia","Opuntia helleri","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",50,1,42.5,42.5,60,22.5,270,"shrub","Perennial",1,"yes"
"Opuntia megasperma","Caryophyllales","Cactaceae","Opuntia","Opuntia megasperma","Hermaphrodite","self_compatible","none",3.08359114391702,"Open","actinomorphic",50,1,82.5,82.5,95,31,270,"shrub","Perennial",3,"yes"
"Opuntia stricta","Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","Hermaphrodite","self_compatible","medium",63,"Open","actinomorphic",100,1,70,70,25,17.5,270,"herb","Perennial",0.001,"yes"
"Opuntia sulphurea","Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","Hermaphrodite","self_compatible","none",15.8670105918794,"Open","actinomorphic",50,1,52.5,52.5,32.5,45,270,"shrub","Perennial",0.001,"yes"
"Origanum vulgare","Lamiales","Lamiaceae","Origanum","Origanum vulgare","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",100,15,35,4,7.5,18.5,4,"herb","Perennial",0.001,"yes"
"Orites lancifolia","Proteales","Proteaceae","Orites","Orites lancifolius","Hermaphrodite","self_compatible","none",22.7191125995982,"Tube","actinomorphic",9500,30,40,5,4.1,8,2,"shrub","Perennial",1,"yes"
"Orixa japonica","Sapindales","Rutaceae","Orixa","Orixa japonica","Dioecious","dioecious","none",0,"Open","actinomorphic",1000,15,50,5.5,2,1,4,"vine","Perennial",1.5,"yes"
"Ormocaipum cochinchinense","Fabales","Fabaceae","Ormocarpum","Ormocarpum cochinchinense","Hermaphrodite","self_compatible","high",49.5015279083392,"Papilionaceous","zygomorphic",10,1,17,17,17,18.5,6,"tree","Perennial",3.75,"yes"
"Orobanche uniflora","Lamiales","Orobanchaceae","Orobanche","Orobanche uniflora","Hermaphrodite","self_compatible","high",63.4930173254107,"Tube","zygomorphic",5,1,8.5,8.5,23.5,7,12,"herb","Short lived",0.001,"yes"
"Osmorrhiza longistylis","Apiales","Apiaceae","Osmorhiza","Osmorhiza longistylis","Hermaphrodite","self_compatible","none",33.3232083599757,"Open","actinomorphic",60,60,50,3,2,3,2,"herb","Perennial",0.001,"yes"
"Osterium sieboldii","Apiales","Apiaceae","Ostericum","Ostericum sieboldii","Hermaphrodite","self_compatible","none",21.962513219055,"Open","actinomorphic",200,200,75,2.5,0.001,0.001,2,"herb","Perennial",1,"yes"
"Ourisia caespitosa","Lamiales","Plantaginaceae","Ourisia","Ourisia caespitosa","Hermaphrodite","partially_self_compatible","low",4,"Open","zygomorphic",100,1,25,25,25,5.3,224,"herb","Perennial",0.001,"yes"
