Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level (none/low/medium/high),compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no/some_populations),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Malvales,Thymelaeaceae,Ovidia,Ovidiaÿpillopillo,,Ovidia pillopillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalidales,Cunoniaceae,Caldcluvia,Caldcluvia paniculata,,Caldcluvia paniculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Primulaceae,Anagallis,Anagallis alternifolia,,Anagallis alternifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Gesneriaceae,Asteranthera,Asteranthera ovata,,Asteranthera ovata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteales,Proteaceae,Embothrium,Embothrium coccineum,,Embothrium coccineum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Berberidaceae,Berberis,Berberis darwinii,,Berberis darwinii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Gaultheria,Gaultheria phillyreifolia,,Gaultheria phillyreifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliales,Alstroemeriaceae,Luzuriaga,Luzuriaga polyphylla,,Luzuriaga polyphylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Myrtaceae,Ugni,Ugni candollei,,Ugni candollei,Rachel starts below here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Gaultheria,Gaultheria mucronata,groenlandicum,Gaultheria mucronata,separated,dioecious,NA,NA,self_compatible,flower,yes,rhizomes,NA,white to pink,campanulate,campanulate,actinomorphic,4.9,4.4,5.3,5.5,5,6,NA,shrub,perennial,0.6,1.5,0.95,"Middleton, 1991",Edinburgh Journal of Botany,https://doi.org/10.1017/s0960428600003656ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Vaccinium,Vaccinium myrtilloides,NA,Vaccinium myrtilloides,bisexual,hermaphrodite,NA,partially_self_compatible,NA,flower,yes,rhizomes,NA,white to pink,campanulate,campanulate,actinomorphic,4.4,NA,NA,6,NA,NA,5.5,shrub,perennial,0.3,0.5,0.4,Usui et al 2005; Maubon et al 1995; Zoratti et al 2015,Canadian Field-Naturalist; Journal of Vegetation Science; AoB Plants,https://doi.org/10.22621/cfn.v119i1.80ÿ,https://doi.org/10.2307/3236233ÿ,https://doi.org/10.1093/aobpla/plv117ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Rhododendron,Ledum palustre,NA,Ledum groenlandicum,bisexual,hermaphrodite,moderate,self_compatible,NA,flower,yes,rhizomes,NA,white,bowl,bowl,actinomorphic,20,NA,NA,5,2,8,NA,shrub,perennial,0.2,1.5,0.85,Wheelwright et al 2006; eFloras,American Midland Naturalist; eFloras,ÿhttps://doi.org/10.1674/0003-0031(2006)155[0019:plaami]2.0.co;2ÿ,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250065635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Kalmia,Kalmia angustifolia,NA,Kalmia angustifolia,bisexual,hermaphrodite,NA,self_compatible,NA,flower,yes,rhizomes,NA,pink,bowl,bowl,actinomorphic,8.5,7.5,9.5,9.5,6,13,NA,shrub,perennial,0.3,1.5,0.9,"Mallik, 1993; Hall et al 1973; eFloras",Canadian Journal of Botany; Canadian Journal of Plant Science; eFloras,https://doi.org/10.1139/b93-018ÿ,ÿhttps://doi.org/10.4141/cjps73-168ÿ,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250065665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Aronia,Aronia melanocarpa,NA,Aronia melanocarpa,bisexual,hermaphrodite,NA,NA,NA,flower,yes,rhizomes,NA,white,bowl,bowl,actinomorphic,10,8,12,3.3,NA,NA,NA,shrub,perennial,0.9,1.8,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Asparagaceae,Maianthemum,Maianthemum trifolium,NA,Smilacina trifolia,bisexual,hermaphrodite,NA,NA,NA,flower,yes,rhizomes,NA,white,disc,disc,actinomorphic,3.25,2.5,4,2.25,1.5,2,NA,herb,perennial,0.05,0.15,0.1,eFloras,eFloras,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=240001468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Gaylussacia,Gaylussacia baccata,NA,Gaylussacia baccata,bisexual,hermaphrodite,NA,self_incompatible,NA,flower,yes,runners,NA,red,tube,tube,actinomorphic,4,NA,NA,7,6,8,,herb,perennial,0.3,0.9,0.6,eFloras,eFloras,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242416580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquifoliales,Aquifoliaceae,Nemopanthus,Nemopanthusÿmucronatus,NA,Nemopanthus mucronata,separated,dioecious,NA,NA,NA,male_flower,NA,NA,NA,white,exposed,exposed,actinomorphic,6,NA,NA,NA,NA,NA,NA,shrub,perennial,1.8,3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquifoliales,Aquifoliaceae,Nemopanthus,Nemopanthusÿmucronatus,NA,Nemopanthus mucronata,separated,dioecious,NA,NA,NA,female_flower,NA,NA,NA,white,exposed,exposed,actinomorphic,7,NA,NA,NA,NA,NA,NA,shrub,perennial,1.8,3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Chamaedaphne,Chamaedaphne calyculata,NA,Chamaedaphne calyculata,bisexual,hermaphrodite,low,partially_self_compatible,NA,flower,yes,rhizomes,NA,white,tube,tube,actinomorphic,3.5,3,4,6,5,7,6.5,shrub,perennial,0.2,1.5,0.85,"Reader, 1977; Wroblewska, 2014",Canadian Journal of Botany; Folia Geobotanica,https://doi.org/10.1139/b77-259ÿ,https://doi.org/10.1007/s12224-013-9165-1ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Spiraea,Spiraea alba,NA,Spiraea alba,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,white,bowl,bowl,actinomorphic,5.5,3,8,NA,NA,NA,NA,shrub,perennial,0.6,1.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Salicaceae,Salix,Salix fragilis,NA,Salix fragilis,separated,dioecious,NA,NA,NA,male_catkin,NA,NA,NA,yellow,brush,brush,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,4,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Salicaceae,Salix,Salix fragilis,NA,Salix fragilis,separated,dioecious,NA,NA,NA,female_catkin,NA,NA,NA,green,brush,brush,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,4,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Andromeda,Andromedaÿglaucophylla,NA,Andromeda glaucophylla,bisexual,hermaphrodite,NA,NA,self_compatible,flower,yes,rhizomes,NA,white to pink,campanulate,campanulate,actinomorphic,4.5,3,6,5,3.5,6.5,5,shrub,perennial,0.05,0.8,0.35,"Froborg, 1996; Wisconsin Flora",Canadian Journal of Botany,ÿhttps://doi.org/10.1139/b96-165ÿ,http://wisflora.herbarium.wisc.edu/taxa/index.php?taxon=12834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Kalmia,Kalmia polifolia,NA,Kalmia polifolia,bisexual,hermaphrodite,NA,NA,partially_self_compatible,flower,yes,rhizomes,NA,pink,bowl,bowl,actinomorphic,10,8,12.5,7,5.5,8.5,NA,shrub,perennial,0.6,1,0.8,"Rathcke and Real, 1993",American Journal of Botany,https://doi.org/10.1002/j.1537-2197.1993.tb13781.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Orchidaceae,Calopogon,Calopogonÿtuberosus,NA,Calopogon pulchellus,bisexual,hermaphrodite,NA,self_compatible,NA,flower,no,NA,NA,pink,bowl,tube,zygomorphic,37.5,NA,NA,17,11,23,NA,herb,perennial,0.05,1.35,0.7,"Firmage and Russel Cole, 1988; efloras",American Journal of Botany,ÿhttps://doi.org/10.1002/j.1537-2197.1988.tb14198.xÿ,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242101511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Hieracium,Hieracium umbellatum,NA,Hieracium umbellatum,bisexual,hermaphrodite,NA,self_compatible,NA,capitulum,NA,NA,NA,yellow,disc,disc,actinomorphic,25,19,31,12.5,9.5,15.5,NA,herb,perennial,0.3,1.2,0.75,Illinois Wildflowers; eFloras,,http://www.illinoiswildflowers.info/savanna/plants/north_hawkwd.html,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200024031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Hieracium,Hieracium umbellatum,NA,Hieracium umbellatum,bisexual,hermaphrodite,NA,self_compatible,NA,ray_floret,NA,NA,NA,yellow,exposed,exposed,zygomorphic,3.2,2.3,4.1,14,10,18,NA,herb,perennial,0.3,1.2,0.75,Illinois Wildflowers; eFloras,,http://www.illinoiswildflowers.info/savanna/plants/north_hawkwd.html,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200024031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caprifoliaceae,Succisa,Succisa pratensis,NA,Succisa pratensis,separated,gynodioecious,NA,self_compatible,NA,flower,yes,stolon,NA,purple,funnelform,funnelform,actinomorphic,3.5,3,4,NA,NA,NA,NA,herb,perennial,0.3,1,0.65,"Ceulemans et al 2017; Kostrakiewicz-Gieralt, 2017",Plos One; Archives of Biological Science,https://doi.org/10.1371/journal.pone.0175160ÿ,https://doi.org/10.2298/abs160421107kÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caprifoliaceae,Succisa,Succisa pratensis,NA,Succisa pratensis,separated,gynodioecious,NA,self_compatible,NA,capitulum,yes,stolon,NA,purple,brush,brush,actinomorphic,25,20,30,NA,NA,NA,NA,herb,perennial,0.3,1,0.65,"Ceulemans et al 2017; Kostrakiewicz-Gieralt, 2018",Plos One; Archives of Biological Science,https://doi.org/10.1371/journal.pone.0175160ÿ,https://doi.org/10.2298/abs160421107kÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Erica,Erica tetralix,NA,Erica tetralix,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,pink to white,campanulate,campanulate,actinomorphic,3.5,NA,NA,6.3,NA,NA,6,shrub,perennial,0.1,0.6,0.35,Global Plants JStor,,https://plants.jstor.org/compilation/Erica.tetralix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Hypochaeris,Hypochaeris radicata,NA,Hypochoeris radicata,bisexual,hermaphrodite,NA,partially self-compatible,NA,capitulum,no,NA,NA,yellow,disc,disc,actinomorphic,30,20,40,12.5,10,15,NA,herb,perennial,0.15,0.8,0.45,"Pico et al 2004; Aarssen, 1981",Botanical Journal of the Linnean Society; Canadian Journal of Plant Science,https://doi.org/10.1111/j.1095-8339.2004.00330.xÿ,https://doi.org/10.4141/cjps81-051ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Hypochaeris,Hypochaeris radicata,NA,Hypochoeris radicata,NA,NA,NA,NA,NA,ray_floret,no,NA,NA,yellow,exposed,exposed,zygomorphic,2.25,1.5,3,8.5,4,13,NA,herb,perennial,0.15,0.8,0.45,"Pico et al 2004; Aarssen, 1982",Botanical Journal of the Linnean Society; Canadian Journal of Plant Science,https://doi.org/10.1111/j.1095-8339.2004.00330.xÿ,https://doi.org/10.4141/cjps81-051ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Salicaceae,Salix,Salix repens,NA,Salix repens,separated,dioecious,NA,NA,NA,catkin,yes,stolons,NA,green,brush,brush,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,0.1,1.5,0.8,Fowler et al 1983,New Phytologist,https://doi.org/10.1111/j.1469-8137.1983.tb03475.xÿ,https://www.brc.ac.uk/plantatlas/index.php?q=plant/salix-repens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,NA,Epilobium angustifolium,bisexual,protandrous,NA,NA,NA,flower,yes,rhizomes,NA,pink to purple,bowl,bowl,actinomorphic,29,19,39,NA,NA,NA,NA,herb,perennial,0.2,2,1.1,,,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=297622,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242312173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Arnica,Arnica montana,NA,Arnica montana,bisexual,hermaphrodite,NA ,self_incompatible,NA,capitulum,NA,NA,yes,yellow orange,disc,disc,actinomorphic,7,6,8,NA,NA,NA,NA,herb,perennial,0.2,0.6,0.4,"Luijten et al, 1996",Plant Systematics and Evolution,ÿhttps://doi.org/10.1515/botcro-2016-0014ÿ,https://doi.org/10.1007/bf00989049ÿ,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=102636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Arnica,Arnica montana,NA,Arnica montana,bisexual,hermaphrodite,NA ,self_incompatible,NA,disc_floret,NA,NA,yes,yellow,tube,tube,actinomorphic,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.2,0.6,0.4,"Luijten et al, 1997",Plant Systematics and Evolution,ÿhttps://doi.org/10.1515/botcro-2016-0014ÿ,https://doi.org/10.1007/bf00989049ÿ,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=102636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Pilosella,Pilosella officinarum,NA,Hieracium pilosella,bisexual,hermaphrodite,NA ,self_incompatible,NA,capitulum,yes,stolons,yes,yellow,disc,disc,actinomorphic,31,NA,NA,10.5,8,13,NA,herb,perennial,0.1,0.4,0.25,,,https://www.cabi.org/isc/datasheet/27162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Pilosella,Pilosella officinarum,NA,Hieracium pilosella,NA,NA,NA ,self_incompatible,NA,ray_floret,yes,stolons,yes,yellow,exposed,exposed,zygomorphic,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.1,0.4,0.25,,,https://www.cabi.org/isc/datasheet/27162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Vaccinium,Vaccinium myrtillus,NA,Vaccinium myrtillus,bisexual,hermaphrodite,high,self_compatible,NA,flower,yes,rhizomes,no,white to greenish to red,urceolate,tube,actinomorphic,5.8,4.7,7,5,4,6,5,shrub,perennial,0.1,0.9,0.5,Nestby et al 2011; Jacquemart and Thompson 1996,The European Journal of Plant Science and Biotechnology; Canadian Journal of Botany,https://www.researchgate.net/publication/220005144_The_European_blueberry_Vaccinium_myrtillus_L_and_the_potential_for_cultivation_A_review,https://doi.org/10.1139/b96-025ÿ,https://www.britannica.com/plant/bilberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Salicaceae,Salix,Salix cinerea,NA,Salix cinerea,separated,dioecious,NA,NA,NA,male_catkin,yes,stolons,NA,green,brush,brush,NA,NA,NA,NA,1.5,1,2,NA,shrub,perennial,1,10,5.5,eFloras China; CABI.org,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200005797,https://www.cabi.org/isc/datasheet/48540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Salicaceae,Salix,Salix cinerea,NA,Salix cinerea,separated,dioecious,NA,NA,NA,female_catkin,yes,stolons,NA,green,brush,brush,NA,NA,NA,NA,3.5,3,4,NA,shrub,perennial,1,10,5.5,eFloras China; CABI.org,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200005797,https://www.cabi.org/isc/datasheet/48540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Genista,Genista anglica,NA,Genista anglica,bisexual,hermaphrodite,NA,self_incompatible,NA,flower,NA,NA,NA,yellow,papilionaceous,papilionaceous,zygomorphic,8,NA,NA,12.5,NA,NA,NA,shrub,perennial,0.2,1,0.6,"Tsaliki and Diekmann, 2011",,https://doi.org/10.1016/j.flora.2010.05.004ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Galium,Galium saxatile,NA,Galium saxatile,bisexual,protandrous,NA,self_incompatible,NA,flower,yes,stolons,NA,white,bowl,NA,actinomorphic,2.5,2,3,NA,NA,NA,NA,herb,perennial,0.02,0.12,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Primulaceae,Trientalis,Lysimachea europaea,NA,Trientalis europaea,bisexual,hermaphrodite,NA,NA,,flower,yes,stolons,NA,white to light red,bowl,bowl,actinomorphic,14,12,16,2,NA,NA,NA,herb,perennial,0.05,0.2,0.12,,,http://www.luontoportti.com/suomi/en/kukkakasvit/chickweed-wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,NA,Taraxacum sp1 M PL 048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
